Task,T5828
Scope 1/1, Sample 1/29 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.7110,89,40.3,22.8,0.0075,,
0.7190,90,41.2,22.8,0.0075,,
0.7275,91,41.9,22.8,0.0085,,
0.7350,92,42.7,22.8,0.0075,,
0.7435,93,43.4,22.8,0.0085,,
0.7520,94,44.2,22.8,0.0075,,
0.7605,95,44.9,22.8,0.0075,,
0.7690,96,45.6,22.8,0.0075,,
0.7775,97,46.3,22.8,0.0085,,
0.7850,98,47.1,22.8,0.0075,,
0.7935,99,47.9,22.8,0.0085,,
0.8020,100,48.7,22.8,0.0075,,
0.8100,101,49.3,22.8,0.0075,,
0.8185,102,50.1,22.8,0.0075,,
0.8270,103,50.7,22.8,0.0085,,
0.8345,104,51.6,22.8,0.0075,,
0.8430,105,52.3,22.8,0.0085,,
0.8515,106,53.1,22.8,0.0075,,
0.8600,107,53.9,22.8,0.0075,,
0.8685,108,54.5,22.8,0.0075,,
0.8770,109,55.2,22.8,0.0075,,
0.8845,110,55.7,22.8,0.0075,,
0.8930,111,56.5,22.8,0.0085,,
0.9010,112,57.3,22.8,0.0080,,
0.9095,113,58.1,22.8,0.0075,,
0.9180,114,59.0,22.8,0.0075,,
0.9265,115,59.8,22.8,0.0075,,
0.9340,116,60.4,22.8,0.0075,,
0.9425,117,61.1,22.8,0.0085,,
0.9510,118,61.8,22.8,0.0085,,
0.9595,119,62.5,22.8,0.0075,,
0.9680,120,63.2,22.8,0.0075,,
0.9760,121,64.0,22.8,0.0075,,
0.9840,122,64.5,22.8,0.0080,,
0.9920,123,65.3,22.8,0.0080,,
1.0005,124,66.1,22.8,0.0085,,
1.0090,125,66.8,22.8,0.0075,,
1.0175,126,67.6,22.8,0.0075,,
1.0260,127,68.3,22.8,0.0075,,
1.0335,128,69.0,22.8,0.0075,,
1.0420,129,69.7,22.9,0.0085,,
1.0505,130,70.4,22.8,0.0085,,
1.0590,131,71.3,22.8,0.0075,,
1.0670,132,72.2,22.8,0.0075,,
1.0755,133,73.1,22.8,0.0075,,
1.0830,134,73.9,22.8,0.0075,,
1.0915,135,74.9,22.8,0.0085,,
1.1000,136,75.8,22.9,0.0085,,
1.1085,137,76.7,22.9,0.0075,,
1.1170,138,77.6,22.8,0.0075,,
1.1255,139,78.5,22.9,0.0075,,
1.1330,140,79.4,22.9,0.0075,,
1.1415,141,80.3,22.9,0.0085,,
1.1500,142,81.3,22.9,0.0085,,
1.1580,143,82.4,22.9,0.0075,,
1.1665,144,83.4,22.9,0.0075,,
1.1750,145,84.4,22.9,0.0075,,
1.1835,146,85.3,22.9,0.0085,,
1.1910,147,86.5,22.9,0.0075,,
1.1995,148,87.5,22.9,0.0085,,
1.2080,149,88.5,22.9,0.0075,,
1.2165,150,89.6,22.9,0.0075,,
1.2250,151,90.8,22.9,0.0075,,
1.2330,152,92.0,22.9,0.0080,,
1.2410,153,93.3,22.9,0.0080,,
1.2490,154,94.6,22.9,0.0080,,
1.2575,155,95.9,22.9,0.0075,,
1.2660,156,97.5,22.9,0.0075,,
1.2745,157,99.0,22.9,0.0075,,
1.2830,158,100.2,22.9,0.0085,,
1.2905,159,101.9,22.9,0.0075,,
1.2990,160,103.6,22.9,0.0085,,
1.3075,161,105.4,22.9,0.0085,,
1.3155,162,107.2,22.9,0.0075,,
1.3240,163,109.0,22.9,0.0075,,
1.3325,164,110.9,22.9,0.0075,,
1.3400,165,112.9,22.9,0.0075,,
1.3485,166,115.3,22.9,0.0085,,
1.3570,167,117.8,22.9,0.0085,,
1.3655,168,120.2,22.9,0.0075,,
1.3740,169,122.8,22.9,0.0075,,
1.3820,170,125.6,22.9,0.0075,,
1.3905,171,127.9,22.9,0.0085,,
1.3985,172,131.2,22.9,0.0080,,
1.4065,173,134.8,22.9,0.0080,,
1.4150,174,138.0,22.9,0.0075,,
1.4235,175,141.4,22.9,0.0075,,
1.4320,176,144.6,22.9,0.0075,,
1.4395,177,147.9,22.9,0.0075,,
1.4480,178,151.4,22.9,0.0085,,
1.4565,179,154.8,22.9,0.0085,,
1.4650,180,157.8,22.9,0.0075,,
1.4730,181,160.9,22.9,0.0075,,
1.4815,182,163.9,22.9,0.0075,,
1.4900,183,166.2,22.9,0.0085,,
1.4975,184,168.5,22.9,0.0075,,
1.5060,185,170.9,22.9,0.0085,,
1.5145,186,172.8,22.9,0.0075,,
1.5230,187,174.6,22.9,0.0075,,
1.5315,188,176.5,22.9,0.0075,,
1.5400,189,178.3,22.9,0.0075,,
1.5475,190,179.6,22.9,0.0075,,
1.5560,191,181.3,22.9,0.0085,,
1.5640,192,182.7,22.9,0.0075,,
1.5725,193,184.2,22.9,0.0075,,
1.5790,194,185.0,22.9,0.0070,,
1.5790,434,187.9,22.9,0.0000,,
1.5795,435,188.0,22.9,0.0005,,
1.5810,436,188.0,22.9,0.0015,,
1.5835,437,188.0,22.9,0.0025,,
1.5875,438,188.2,22.9,0.0035,,
1.5935,439,188.6,22.9,0.0055,,
1.6020,440,189.2,22.9,0.0075,,
1.6095,441,189.9,22.9,0.0075,,
1.6180,442,191.0,22.9,0.0085,,
1.6265,443,191.9,22.9,0.0085,,
1.6350,444,193.1,22.9,0.0075,,
1.6430,445,193.8,22.9,0.0075,,
1.6515,446,194.8,22.9,0.0075,,
1.6595,447,195.5,22.9,0.0080,,
1.6675,448,196.4,22.9,0.0080,,
1.6760,449,197.3,22.9,0.0085,,
1.6845,450,198.1,22.9,0.0075,,
1.6930,451,199.0,22.9,0.0075,,
1.7015,452,199.8,22.9,0.0075,,
1.7090,453,200.6,22.9,0.0075,,
1.7175,454,201.5,22.9,0.0085,,
1.7260,455,201.9,22.9,0.0085,,
1.7340,456,202.6,22.9,0.0075,,
1.7425,457,203.2,22.9,0.0075,,
1.7510,458,203.9,22.9,0.0075,,
1.7595,459,204.5,22.9,0.0085,,
1.7670,460,205.0,22.9,0.0075,,
1.7755,461,205.7,22.9,0.0085,,
1.7840,462,206.2,22.9,0.0075,,
1.7925,463,206.8,22.9,0.0075,,
1.8010,464,207.4,22.9,0.0075,,
1.8090,465,207.8,22.9,0.0080,,
1.8170,466,208.5,22.9,0.0080,,
1.8250,467,209.1,22.9,0.0080,,
1.8335,468,209.7,22.9,0.0075,,
1.8420,469,210.1,22.9,0.0075,,
1.8505,470,210.8,22.9,0.0075,,
1.8590,471,211.4,22.9,0.0075,,
1.8665,472,211.9,22.9,0.0075,,
1.8750,473,212.3,22.9,0.0085,,
1.8835,474,212.6,22.9,0.0085,,
1.8915,475,213.1,22.9,0.0075,,
1.9000,476,213.6,22.9,0.0075,,
1.9085,477,214.0,22.9,0.0075,,
1.9160,478,214.2,22.9,0.0075,,
1.9245,479,214.7,22.9,0.0085,,
1.9330,480,215.1,22.9,0.0085,,
1.9415,481,215.5,22.9,0.0075,,
1.9500,482,215.9,22.9,0.0075,,
1.9585,483,216.2,22.9,0.0075,,
1.9660,484,216.6,22.9,0.0075,,
1.9745,485,217.1,22.9,0.0085,,
1.9830,486,217.5,22.9,0.0075,,
1.9910,487,217.8,22.9,0.0075,,
1.9995,488,218.2,22.9,0.0075,,
2.0080,489,218.7,22.9,0.0075,,
2.0155,490,219.2,22.9,0.0075,,
2.0240,491,219.6,22.9,0.0085,,
2.0325,492,219.9,22.9,0.0085,,
2.0410,493,220.2,22.9,0.0075,,
2.0495,494,220.6,22.9,0.0075,,
2.0580,495,220.9,22.9,0.0075,,
2.0655,496,221.2,22.9,0.0075,,
2.0740,497,221.4,22.9,0.0085,,
2.0820,498,221.7,22.9,0.0080,,
2.0905,499,222.0,22.9,0.0075,,
2.0990,500,222.3,22.9,0.0075,,
2.1075,501,222.5,22.9,0.0075,,
2.1150,502,222.9,22.9,0.0075,,
2.1235,503,223.2,22.9,0.0085,,
2.1320,504,223.6,22.9,0.0085,,
2.1405,505,224.0,22.9,0.0075,,
2.1490,506,224.3,22.9,0.0075,,
2.1570,507,224.7,22.9,0.0075,,
2.1655,508,224.7,22.9,0.0085,,
2.1730,509,224.9,22.9,0.0075,,
2.1815,510,225.2,22.9,0.0085,,
2.1900,511,225.4,22.9,0.0075,,
2.1985,512,225.7,22.9,0.0075,,
2.2070,513,226.0,22.9,0.0075,,
2.2155,514,226.3,22.9,0.0085,,
2.2230,515,226.6,22.9,0.0075,,
2.2315,516,227.1,22.9,0.0085,,
2.2395,517,227.4,22.9,0.0075,,
2.2480,518,227.6,22.9,0.0075,,
2.2565,519,227.9,22.9,0.0075,,
2.2650,520,228.1,22.9,0.0085,,
2.2725,521,228.3,22.9,0.0075,,
2.2810,522,228.6,22.9,0.0085,,
2.2895,523,228.8,22.9,0.0075,,
2.2980,524,228.8,22.9,0.0075,,
2.3060,525,229.1,22.9,0.0075,,
2.3145,526,229.5,22.9,0.0075,,
2.3225,527,229.8,22.9,0.0080,,
2.3305,528,230.0,22.9,0.0080,,
2.3390,529,230.2,22.9,0.0085,,
2.3475,530,230.4,22.9,0.0075,,
2.3560,531,230.7,22.9,0.0075,,
2.3645,532,230.8,22.9,0.0075,,
2.3720,533,231.2,22.9,0.0075,,
2.3805,534,231.4,22.9,0.0085,,
2.3890,535,231.7,22.9,0.0085,,
2.3975,536,231.8,22.9,0.0075,,
2.4055,537,232.1,22.9,0.0075,,
2.4140,538,232.2,22.9,0.0075,,
2.4215,539,232.5,22.9,0.0075,,
2.4300,540,232.7,22.9,0.0085,,
2.4385,541,232.9,22.9,0.0085,,
2.4470,542,233.1,22.9,0.0075,,
2.4555,543,233.2,22.9,0.0075,,
2.4640,544,233.4,22.9,0.0075,,
2.4715,545,233.5,22.9,0.0075,,
2.4795,546,233.7,22.9,0.0080,,
2.4880,547,234.0,22.9,0.0085,,
2.4965,548,234.2,22.9,0.0075,,
2.5035,549,234.5,22.9,0.0065,,
2.5080,550,234.7,22.9,0.0040,,
2.5100,551,234.8,22.9,0.0020,,
2.5100,552,234.8,22.9,0.0000,,
2.5110,553,234.9,22.9,0.0010,,
2.5120,554,235.0,22.9,0.0010,,
2.5145,555,235.0,22.9,0.0020,,
Scope 1/1, Sample 23/29 (PreC_Day1_rerun_Dil7rep3)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-48.4,22.8,NaN,,
0.0010,1,-48.6,22.8,0.0010,,
0.0025,2,-48.6,22.8,0.0015,,
0.0050,3,-48.5,22.8,0.0020,,
0.0090,4,-48.6,22.8,0.0035,,
0.0150,5,-48.5,22.8,0.0055,,
0.0235,6,-48.3,22.8,0.0075,,
0.0320,7,-47.9,22.8,0.0075,,
0.0405,8,-47.3,22.8,0.0075,,
0.0490,9,-46.4,22.8,0.0070,,
0.0565,10,-45.7,22.8,0.0070,,
0.0650,11,-44.4,22.8,0.0075,,
0.0735,12,-43.1,22.8,0.0075,,
0.0820,13,-41.8,22.8,0.0075,,
0.0900,14,-40.4,22.8,0.0075,,
0.0985,15,-39.3,22.8,0.0075,,
0.1060,16,-37.8,22.8,0.0070,,
0.1145,17,-36.2,22.8,0.0075,,
0.1230,18,-34.6,22.8,0.0075,,
0.1315,19,-33.1,22.8,0.0075,,
0.1400,20,-31.5,22.8,0.0075,,
0.1475,21,-30.1,22.8,0.0070,,
0.1560,22,-28.5,22.8,0.0075,,
0.1645,23,-26.9,22.8,0.0075,,
0.1730,24,-25.3,22.8,0.0075,,
0.1810,25,-23.7,22.8,0.0075,,
0.1895,26,-22.2,22.8,0.0070,,
0.1980,27,-20.9,22.9,0.0075,,
0.2055,28,-19.7,22.8,0.0070,,
0.2140,29,-18.4,22.8,0.0075,,
0.2225,30,-17.1,22.8,0.0075,,
0.2310,31,-15.7,22.8,0.0075,,
0.2395,32,-14.4,22.8,0.0075,,
0.2480,33,-13.3,22.8,0.0070,,
0.2555,34,-12.3,22.9,0.0070,,
0.2640,35,-11.3,22.8,0.0075,,
0.2720,36,-10.1,22.8,0.0075,,
0.2805,37,-8.9,22.8,0.0075,,
0.2890,38,-7.8,22.8,0.0075,,
0.2975,39,-6.8,22.9,0.0070,,
0.3050,40,-6.0,22.9,0.0070,,
0.3135,41,-4.8,22.9,0.0075,,
0.3220,42,-3.5,22.8,0.0075,,
0.3305,43,-2.0,22.8,0.0075,,
0.3390,44,-0.7,22.8,0.0075,,
0.3470,45,0.5,22.9,0.0075,,
0.3550,46,0.7,22.9,0.0075,,
0.3630,47,1.8,22.9,0.0075,,
0.3715,48,3.4,22.9,0.0075,,
0.3800,49,3.8,22.9,0.0075,,
0.3885,50,4.8,22.9,0.0075,,
0.3970,51,5.6,22.9,0.0075,,
0.4055,52,6.4,22.9,0.0075,,
0.4130,53,7.2,22.9,0.0070,,
0.4215,54,7.9,22.9,0.0075,,
0.4300,55,8.8,22.9,0.0075,,
0.4380,56,9.9,22.9,0.0075,,
0.4465,57,11.0,22.9,0.0075,,
0.4550,58,12.2,22.9,0.0075,,
0.4625,59,13.2,22.9,0.0070,,
0.4710,60,14.2,22.9,0.0075,,
0.4795,61,15.2,22.9,0.0075,,
0.4880,62,16.0,22.9,0.0070,,
0.4965,63,16.9,22.9,0.0075,,
0.5050,64,17.7,22.9,0.0075,,
0.5125,65,18.5,22.9,0.0070,,
0.5210,66,19.4,22.9,0.0075,,
0.5290,67,20.3,22.9,0.0075,,
0.5375,68,21.3,22.9,0.0075,,
0.5460,69,22.2,22.9,0.0075,,
0.5545,70,23.3,22.9,0.0075,,
0.5620,71,24.2,22.9,0.0070,,
0.5705,72,25.1,22.9,0.0075,,
0.5790,73,25.9,22.9,0.0075,,
0.5875,74,26.7,22.9,0.0075,,
0.5960,75,27.6,22.9,0.0075,,
0.6040,76,28.5,22.9,0.0075,,
0.6120,77,29.3,22.9,0.0075,,
0.6200,78,30.2,22.9,0.0075,,
0.6285,79,31.1,22.9,0.0075,,
0.6370,80,31.9,22.9,0.0075,,
0.6455,81,32.8,22.9,0.0075,,
0.6540,82,33.5,22.9,0.0075,,
0.6615,83,34.3,22.9,0.0070,,
0.6700,84,35.2,22.9,0.0075,,
0.6785,85,35.9,22.9,0.0075,,
0.6870,86,36.7,22.9,0.0075,,
0.6950,87,37.4,22.9,0.0075,,
0.7035,88,38.4,22.9,0.0075,,
0.7110,89,39.2,22.9,0.0070,,
0.7195,90,40.0,22.9,0.0075,,
0.7280,91,40.8,22.9,0.0075,,
0.7365,92,41.6,22.9,0.0075,,
0.7450,93,42.4,22.9,0.0075,,
0.7535,94,43.3,22.9,0.0075,,
0.7610,95,44.0,22.9,0.0070,,
0.7695,96,44.7,22.9,0.0075,,
0.7780,97,45.6,22.9,0.0075,,
0.7860,98,46.4,22.9,0.0075,,
0.7945,99,47.1,22.9,0.0075,,
0.8030,100,47.9,22.9,0.0075,,
0.8105,101,48.4,22.9,0.0070,,
0.8190,102,49.1,22.9,0.0075,,
0.8275,103,49.9,22.9,0.0075,,
0.8360,104,50.8,22.9,0.0075,,
0.8445,105,51.5,22.9,0.0075,,
0.8525,106,52.4,22.9,0.0075,,
0.8605,107,53.1,22.9,0.0075,,
0.8685,108,53.9,22.9,0.0075,,
0.8770,109,54.7,22.9,0.0075,,
0.8855,110,55.5,22.9,0.0075,,
0.8940,111,56.1,22.9,0.0075,,
0.9025,112,56.9,22.9,0.0075,,
0.9110,113,57.4,22.9,0.0075,,
0.9185,114,58.2,22.9,0.0070,,
0.9270,115,58.9,22.9,0.0075,,
0.9355,116,59.7,22.9,0.0075,,
0.9435,117,60.5,22.9,0.0075,,
0.9520,118,61.4,22.9,0.0075,,
0.9605,119,62.2,22.9,0.0070,,
0.9680,120,63.0,22.9,0.0070,,
0.9765,121,63.8,22.9,0.0075,,
0.9850,122,64.5,22.9,0.0075,,
0.9935,123,65.3,22.9,0.0075,,
1.0020,124,66.0,22.9,0.0075,,
1.0105,125,66.9,22.9,0.0070,,
1.0180,126,67.6,22.9,0.0070,,
1.0265,127,68.4,22.9,0.0075,,
1.0345,128,69.1,22.9,0.0075,,
1.0430,129,70.0,22.9,0.0075,,
1.0515,130,70.9,22.9,0.0075,,
1.0600,131,71.6,22.9,0.0075,,
1.0675,132,72.4,22.9,0.0070,,
1.0760,133,73.3,22.9,0.0075,,
1.0845,134,74.2,22.9,0.0075,,
1.0930,135,75.1,22.9,0.0075,,
1.1015,136,75.8,22.9,0.0075,,
1.1095,137,76.5,22.9,0.0075,,
1.1175,138,77.6,22.9,0.0075,,
1.1255,139,78.7,22.9,0.0075,,
1.1340,140,79.6,22.9,0.0075,,
1.1425,141,80.5,22.9,0.0075,,
1.1510,142,81.5,22.9,0.0075,,
1.1595,143,82.5,22.9,0.0075,,
1.1670,144,83.5,22.9,0.0070,,
1.1755,145,84.5,22.9,0.0075,,
1.1840,146,85.6,22.9,0.0075,,
1.1925,147,86.7,22.9,0.0075,,
1.2010,148,87.9,22.9,0.0075,,
1.2090,149,89.2,22.9,0.0075,,
1.2170,150,90.3,22.9,0.0075,,
1.2250,151,91.7,22.9,0.0075,,
1.2335,152,92.9,22.9,0.0075,,
1.2420,153,94.2,22.9,0.0075,,
1.2505,154,95.4,22.9,0.0075,,
1.2590,155,96.9,22.9,0.0070,,
1.2665,156,98.1,22.9,0.0070,,
1.2750,157,99.6,22.9,0.0075,,
1.2835,158,101.1,22.9,0.0075,,
1.2915,159,102.8,22.9,0.0075,,
1.3000,160,104.7,22.9,0.0075,,
1.3085,161,106.7,22.9,0.0070,,
1.3160,162,108.6,22.9,0.0070,,
1.3245,163,110.2,22.9,0.0075,,
1.3330,164,112.8,22.9,0.0075,,
1.3415,165,115.3,22.9,0.0075,,
1.3500,166,118.0,22.9,0.0075,,
1.3585,167,120.8,22.9,0.0075,,
1.3660,168,123.1,22.9,0.0070,,
1.3745,169,126.0,22.9,0.0075,,
1.3830,170,128.8,22.9,0.0075,,
1.3910,171,131.9,22.9,0.0075,,
1.3995,172,135.5,22.9,0.0075,,
1.4080,173,138.8,22.9,0.0075,,
1.4165,174,142.2,22.9,0.0075,,
1.4240,175,145.6,22.9,0.0070,,
1.4325,176,149.5,22.9,0.0075,,
1.4410,177,152.9,22.9,0.0075,,
1.4495,178,156.3,22.9,0.0075,,
1.4575,179,159.0,22.9,0.0075,,
1.4655,180,161.5,22.9,0.0075,,
1.4735,181,164.1,22.9,0.0075,,
1.4820,182,166.8,22.9,0.0075,,
1.4905,183,169.1,22.9,0.0075,,
1.4990,184,171.4,22.9,0.0075,,
1.5075,185,173.5,22.9,0.0070,,
1.5160,186,175.5,22.9,0.0070,,
1.5235,187,177.2,22.9,0.0070,,
1.5320,188,179.2,22.9,0.0075,,
1.5400,189,180.9,22.9,0.0075,,
1.5485,190,182.3,22.9,0.0075,,
1.5570,191,183.6,22.9,0.0075,,
1.5655,192,184.8,22.9,0.0075,,
1.5690,193,185.0,22.9,0.0060,,
1.5690,433,188.1,22.9,0.0000,,
1.5695,434,188.1,22.9,0.0005,,
1.5710,435,188.1,22.9,0.0020,,
1.5735,436,188.1,22.9,0.0030,,
1.5775,437,188.3,22.9,0.0050,,
1.5835,438,188.6,22.9,0.0075,,
1.5920,439,189.3,22.9,0.0105,,
1.5995,440,190.1,22.9,0.0105,,
1.6080,441,191.2,22.9,0.0120,,
1.6160,442,192.3,22.9,0.0115,,
1.6245,443,193.1,22.9,0.0105,,
1.6330,444,194.1,22.9,0.0105,,
1.6415,445,195.1,22.9,0.0105,,
1.6490,446,196.0,22.9,0.0105,,
1.6575,447,196.8,22.9,0.0120,,
1.6660,448,197.6,22.9,0.0120,,
1.6745,449,198.5,22.9,0.0105,,
1.6830,450,199.2,22.9,0.0105,,
1.6910,451,199.9,22.9,0.0100,,
1.6990,452,200.7,22.9,0.0115,,
1.7070,453,201.3,22.9,0.0115,,
1.7155,454,202.1,22.9,0.0120,,
1.7240,455,202.8,22.9,0.0105,,
1.7325,456,203.4,22.9,0.0105,,
1.7410,457,204.2,22.9,0.0105,,
1.7485,458,204.8,22.9,0.0105,,
1.7570,459,205.5,22.9,0.0120,,
1.7655,460,206.1,22.9,0.0120,,
1.7740,461,206.7,22.9,0.0105,,
1.7820,462,207.3,22.9,0.0100,,
1.7905,463,208.0,22.9,0.0105,,
1.7985,464,208.5,22.9,0.0115,,
1.8065,465,208.9,22.9,0.0115,,
1.8150,466,209.4,22.9,0.0120,,
1.8235,467,210.0,22.9,0.0105,,
1.8320,468,210.3,22.9,0.0105,,
1.8405,469,210.8,22.9,0.0105,,
1.8480,470,211.2,22.9,0.0105,,
1.8565,471,211.8,22.9,0.0120,,
1.8650,472,212.2,22.9,0.0120,,
1.8730,473,212.6,22.9,0.0100,,
1.8815,474,213.1,23.0,0.0105,,
1.8900,475,213.6,22.9,0.0105,,
1.8975,476,214.1,22.9,0.0105,,
1.9060,477,214.5,22.9,0.0120,,
1.9145,478,215.0,22.9,0.0120,,
1.9230,479,215.3,22.9,0.0105,,
1.9315,480,215.7,22.9,0.0105,,
1.9400,481,216.0,22.9,0.0105,,
1.9475,482,216.6,23.0,0.0105,,
1.9560,483,217.1,22.9,0.0120,,
1.9640,484,217.4,22.9,0.0115,,
1.9725,485,217.8,23.0,0.0105,,
1.9810,486,218.2,22.9,0.0105,,
1.9895,487,218.6,23.0,0.0105,,
1.9980,488,218.9,23.0,0.0120,,
2.0055,489,219.2,23.0,0.0105,,
2.0140,490,219.6,23.0,0.0120,,
2.0225,491,220.0,22.9,0.0105,,
2.0310,492,220.3,22.9,0.0105,,
2.0390,493,220.5,22.9,0.0100,,
2.0475,494,220.8,23.0,0.0120,,
2.0550,495,221.1,22.9,0.0105,,
2.0635,496,221.4,23.0,0.0120,,
2.0720,497,221.8,23.0,0.0105,,
2.0805,498,222.1,23.0,0.0105,,
2.0890,499,222.5,23.0,0.0105,,
2.0975,500,223.0,22.9,0.0105,,
2.1050,501,223.4,22.9,0.0105,,
2.1135,502,223.5,23.0,0.0120,,
2.1215,503,223.7,23.0,0.0115,,
2.1300,504,224.0,23.0,0.0105,,
2.1385,505,224.3,23.0,0.0105,,
2.1470,506,224.6,23.0,0.0105,,
2.1545,507,224.8,23.0,0.0105,,
2.1630,508,225.2,23.0,0.0120,,
2.1715,509,225.5,23.0,0.0120,,
2.1800,510,225.9,23.0,0.0105,,
2.1885,511,226.1,23.0,0.0105,,
2.1965,512,226.4,23.0,0.0100,,
2.2050,513,226.7,23.0,0.0120,,
2.2125,514,227.0,23.0,0.0105,,
2.2210,515,227.3,23.0,0.0120,,
2.2295,516,227.4,23.0,0.0105,,
2.2380,517,227.5,23.0,0.0105,,
2.2465,518,227.8,23.0,0.0105,,
2.2550,519,228.2,23.0,0.0105,,
2.2625,520,228.5,23.0,0.0105,,
2.2710,521,228.8,23.0,0.0120,,
2.2790,522,229.0,23.0,0.0115,,
2.2875,523,229.2,23.0,0.0105,,
2.2960,524,229.5,23.0,0.0105,,
2.3045,525,229.8,23.0,0.0105,,
2.3120,526,229.8,23.0,0.0105,,
2.3205,527,230.1,23.0,0.0120,,
2.3290,528,230.3,23.0,0.0120,,
2.3375,529,230.4,23.0,0.0105,,
2.3460,530,230.7,23.0,0.0105,,
2.3540,531,230.9,23.0,0.0100,,
2.3620,532,231.0,23.0,0.0115,,
2.3700,533,231.3,23.0,0.0115,,
2.3785,534,231.5,23.0,0.0120,,
2.3870,535,231.7,23.0,0.0105,,
2.3955,536,232.0,23.0,0.0105,,
2.4040,537,232.3,23.0,0.0105,,
2.4115,538,232.6,23.0,0.0105,,
2.4200,539,232.9,23.0,0.0120,,
2.4285,540,233.0,23.0,0.0120,,
2.4370,541,233.1,23.0,0.0105,,
2.4455,542,233.3,23.0,0.0105,,
2.4535,543,233.4,23.0,0.0100,,
2.4615,544,233.7,23.0,0.0115,,
2.4695,545,234.0,23.0,0.0115,,
2.4760,546,234.2,23.0,0.0095,,
2.4775,547,234.4,23.0,0.0020,,
2.4780,548,234.6,23.0,0.0005,,
2.4790,549,234.6,23.0,0.0010,,
2.4800,550,234.6,23.0,0.0015,,
2.4805,551,234.7,23.0,0.0005,,
2.4820,552,234.6,23.0,0.0020,,
2.4830,553,234.5,23.0,0.0010,,
2.4835,554,234.4,23.0,0.0005,,
2.4845,555,234.5,23.0,0.0010,,
2.4855,556,234.5,23.0,0.0015,,
2.4855,557,234.5,23.0,0.0000,,
2.4870,558,234.5,23.0,0.0020,,
2.4890,559,234.6,23.0,0.0025,,
2.4915,560,234.6,23.0,0.0030,,
2.4960,561,234.7,23.0,0.0055,,
2.5000,562,234.8,23.0,0.0055,,
2.5005,562,235.0,23.0,0.0025,,
Scope 1/1, Sample 24/29 (PreC_Day1_rerun_Dil8rep1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-44.3,22.9,NaN,,
0.0005,1,-44.4,22.9,0.0005,,
0.0025,2,-44.5,22.9,0.0020,,
0.0050,3,-44.6,22.9,0.0025,,
0.0090,4,-44.6,22.9,0.0035,,
0.0150,5,-44.6,22.9,0.0055,,
0.0235,6,-44.4,22.9,0.0075,,
0.0310,7,-43.9,22.9,0.0075,,
0.0395,8,-43.1,22.9,0.0085,,
0.0480,9,-42.2,22.9,0.0085,,
0.0565,10,-41.2,22.9,0.0075,,
0.0650,11,-40.0,22.9,0.0075,,
0.0735,12,-38.7,22.9,0.0075,,
0.0810,13,-37.3,22.9,0.0075,,
0.0895,14,-35.7,22.9,0.0085,,
0.0975,15,-34.3,22.9,0.0080,,
0.1060,16,-32.7,22.9,0.0075,,
0.1145,17,-31.0,22.9,0.0075,,
0.1230,18,-29.5,22.9,0.0075,,
0.1315,19,-27.8,22.9,0.0085,,
0.1390,20,-26.0,22.9,0.0075,,
0.1475,21,-24.2,22.9,0.0085,,
0.1560,22,-22.6,22.9,0.0075,,
0.1645,23,-21.2,22.9,0.0075,,
0.1725,24,-19.7,22.9,0.0075,,
0.1810,25,-18.3,22.9,0.0075,,
0.1885,26,-17.0,22.9,0.0075,,
0.1970,27,-15.8,22.9,0.0085,,
0.2055,28,-14.5,22.9,0.0075,,
0.2140,29,-13.2,22.9,0.0075,,
0.2225,30,-11.8,22.9,0.0075,,
0.2310,31,-10.5,22.9,0.0075,,
0.2385,32,-9.6,22.9,0.0075,,
0.2470,33,-8.4,22.9,0.0085,,
0.2550,34,-7.4,22.9,0.0075,,
0.2635,35,-6.3,22.9,0.0075,,
0.2720,36,-5.3,22.9,0.0075,,
0.2805,37,-4.3,22.9,0.0075,,
0.2880,38,-3.2,22.9,0.0075,,
0.2965,39,-2.0,22.9,0.0085,,
0.3050,40,-0.7,22.9,0.0085,,
0.3135,41,0.4,22.9,0.0075,,
0.3220,42,0.6,22.9,0.0075,,
0.3300,43,1.5,22.9,0.0075,,
0.3380,44,2.5,22.9,0.0080,,
0.3460,45,3.9,22.9,0.0080,,
0.3545,46,4.6,22.9,0.0085,,
0.3630,47,5.7,22.9,0.0075,,
0.3715,48,6.5,22.9,0.0075,,
0.3800,49,7.2,22.9,0.0075,,
0.3875,50,8.0,22.9,0.0075,,
0.3960,51,8.8,22.9,0.0085,,
0.4045,52,9.8,22.9,0.0085,,
0.4130,53,10.8,22.9,0.0075,,
0.4215,54,12.0,22.9,0.0075,,
0.4295,55,13.0,22.9,0.0075,,
0.4375,56,13.9,22.9,0.0080,,
0.4455,57,14.9,22.9,0.0080,,
0.4540,58,15.8,22.9,0.0085,,
0.4625,59,16.7,22.9,0.0075,,
0.4710,60,17.5,22.9,0.0075,,
0.4795,61,18.2,22.9,0.0075,,
0.4870,62,19.2,22.9,0.0075,,
0.4955,63,20.1,22.9,0.0085,,
0.5040,64,20.9,22.9,0.0075,,
0.5125,65,21.9,22.9,0.0075,,
0.5205,66,22.6,22.9,0.0075,,
0.5290,67,23.5,22.9,0.0075,,
